"movieId","genres","Unnamed: 3","rating","imdbId","tmdbId","Year","Title Only","Main Genre","Director","Is Animated"
"24","Drama|Sci-Fi","","3","114168","12665","1995","Powder","Drama","Victor Salva","0"
"25","Drama|Romance","","4","113627","451","1995","Leaving Las Vegas","Drama","Mike Figgis","0"
"26","Drama","","5","114057","16420","1995","Othello","Drama","Oliver Parker","0"
"27","Children|Drama","","4","114011","9263","1995","Now and Then","Children","Lesli Linka Glatter","0"
"28","Drama|Romance","","3","114117","17015","1995","Persuasion","Drama","Roger Michell","0"
"29","Adventure|Drama|Fantasy|Mystery|Sci-Fi","","5","112682","902","1995","City of Lost Children, The (CitÃ© des enfants perdus, La)","Adventure","Marc Caro, Jean-Pierre Jeunet","0"
"30","Crime|Drama","","4","115012","37557","1995","Shanghai Triad (Yao a yao yao dao waipo qiao)","Crime","Zhang Yimou","0"
"31","Drama","","4","112792","9909","1995","Dangerous Minds","Drama","John N. Smith","0"
"32","Mystery|Sci-Fi|Thriller","","5","114746","63","1995","Twelve Monkeys (a.k.a. 12 Monkeys)","Mystery","Terry Gilliam","0"
"34","Children|Drama","","4","112431","9598","1995","Babe","Children","Chris Noonan","0"
"36","Crime|Drama","","4","112818","687","1995","Dead Man Walking","Crime","Tim Robbins","0"
"38","Children|Comedy","","4","113442","33689","1995","It Takes Two","Children","Andy Tennant","0"
"39","Comedy|Romance","","5","112697","9603","1995","Clueless","Comedy","Amy Heckerling","0"
"40","Drama","","5","112749","34615","1995","Cry, the Beloved Country","Drama","Darrell Roodt","0"
"41","Drama|War","","3","114279","31174","1995","Richard III","Drama","Richard Loncraine","0"
"42","Action|Crime|Drama","","5","112819","11443","1995","Dead Presidents","Action","Albert Hughes, Allen Hughes","0"
"43","Drama","","3","114272","35196","1995","Restoration","Drama","Michael Hoffman","0"
"44","Action|Adventure|Fantasy","","4","113855","9312","1995","Mortal Kombat","Action","Paul W.S. Anderson","0"
"45","Comedy|Drama|Thriller","","3","114681","577","1995","To Die For","Comedy","Gus Van Sant","0"
"46","Drama|Romance","","3","113347","11861","1995","How to Make an American Quilt","Drama","Jocelyn Moorhouse","0"
"47","Mystery|Thriller","","4","114369","807","1995","Seven (a.k.a. Se7en)","Mystery","David Fincher","0"
"48","Animation|Children|Drama|Musical|Romance","","5","114148","10530","1995","Pocahontas","Animation","Mike Gabriel, Eric Goldberg","1"
"49","Drama|Romance","","5","114916","8391","1995","When Night Is Falling","Drama","Patricia Rozema","0"
"50","Crime|Mystery|Thriller","","5","114814","629","1995","Usual Suspects, The","Crime","Bryan Singer","0"
"52","Comedy|Drama|Romance","","4","113819","11448","1995","Mighty Aphrodite","Comedy","Woody Allen","0"
"53","Adventure|Drama","","5","110299","49133","1994","Lamerica","Adventure","Gianni Amelio","0"
"54","Children|Comedy","","3","112499","26441","1995","Big Green, The","Children","Holly Goldberg Sloan","0"
"55","Drama","","5","113158","97406","1995","Georgia","Drama","Ulu Grosbard","0"
"57","Drama","","5","113321","9089","1995","Home for the Holidays","Drama","Jodie Foster","0"
"58","Comedy|Drama|Romance","","5","110877","11010","1994","Postman, The (Postino, Il)","Comedy","Michael Radford","0"
"60","Adventure|Children|Fantasy","","5","113419","11359","1995","Indian in the Cupboard, The","Adventure","Frank Oz","0"
"61","Drama|Thriller","","3","116260","17182","1996","Eye for an Eye","Drama","John Schlesinger","0"
"62","Drama","","5","113862","2054","1995","Mr. Holland's Opus","Drama","Stephen Herek","0"
"63","Comedy|Crime","","5","116126","10607","1996","Don't Be a Menace to South Central While Drinking Your Juice in the Hood","Comedy","Paris Barclay","0"
"64","Comedy|Romance","","4","118002","19760","1996","Two if by Sea","Comedy","Bill Bennett","0"
"65","Comedy","","5","115683","9536","1996","Bio-Dome","Comedy","Jason Bloom","0"
"66","Action|Sci-Fi|Thriller","","4","116839","11525","1996","Lawnmower Man 2: Beyond Cyberspace","Action","Farhad Mann","0"
"68","Comedy|Romance","","5","113149","4482","1995","French Twist (Gazon maudit)","Comedy","Josiane Balasko","0"
"69","Comedy","","5","113118","10634","1995","Friday","Comedy","F. Gary Gray","0"
"70","Action|Comedy|Horror|Thriller","","5","116367","755","1996","From Dusk Till Dawn","Action","Robert Rodriguez","0"
"71","Action","","4","113010","11859","1995","Fair Game","Action","Andrew Sipes","0"
"72","Comedy|Drama","","5","113537","28387","1995","Kicking and Screaming","Comedy","Noah Baumbach","0"
"73","Drama|War","","5","113828","48750","1995","MisÃ©rables, Les","Drama","Claude Lelouch","0"
"74","Drama|Romance","","4","115644","20927","1996","Bed of Roses","Drama","Michael Goldenberg","0"
"75","Comedy|Drama","","5","115676","36929","1996","Big Bully","Comedy","Steve Miner","0"
"76","Action|Sci-Fi|Thriller","","5","114367","9102","1995","Screamers","Action","Christian Duguay","0"
"77","Documentary","","5","113973","124626","1995","Nico Icon","Documentary","Susanne Ofteringer","0"
"78","Action|Crime|Drama|Thriller","","5","112744","27526","1995","Crossing Guard, The","Action","Sean Penn","0"
"79","Drama|Thriller","","5","116731","9623","1996","Juror, The","Drama","Brian Gibson","0"
"80","Children|Drama","","4","112445","46785","1995","White Balloon, The (Badkonake sefid)","Children","Jafar Panahi","0"
"81","Crime|Drama|Romance","","5","114660","400","1995","Things to Do in Denver When You're Dead","Crime","Gary Fleder","0"
"82","Comedy|Drama","","5","112379","880","1995","Antonia's Line (Antonia)","Comedy","Marleen Gorris","0"
"83","Drama|Romance","","4","114039","146599","1995","Once Upon a Time... When We Were Colored","Drama","Tim Reid","0"
"85","Drama|Romance","","2","112365","8447","1995","Angels and Insects","Drama","Philip Haas","0"
"86","Action|Adventure|Drama","","5","118158","10534","1996","White Squall","Action","Ridley Scott","0"
"87","Children|Comedy","","5","116151","17414","1996","Dunston Checks In","Children","Ken Kwapis","0"
"88","Comedy","","5","115697","13997","1996","Black Sheep","Comedy","Penelope Spheeris","0"
"89","Action|Thriller","","5","113972","2086","1995","Nick of Time","Action","John Badham","0"
"92","Drama|Horror|Thriller","","5","117002","9095","1996","Mary Reilly","Drama","Stephen Frears","0"
"93","Comedy|Horror|Romance","","5","114825","12158","1995","Vampire in Brooklyn","Comedy","Wes Craven","0"
"94","Comedy|Drama|Romance","","3","115639","9283","1996","Beautiful Girls","Comedy","Ted Demme","0"
"95","Action|Adventure|Thriller","","4","115759","9208","1996","Broken Arrow","Action","John Woo","0"
"96","Comedy|Drama","","5","113403","40154","1995","In the Bleak Midwinter","Comedy","Kenneth Branagh","0"
"97","Crime|Drama","","5","113247","406","1995","Hate (Haine, La)","Crime","Mathieu Kassovitz","0"
"99","Documentary","","5","113283","63076","1995","Heidi Fleiss: Hollywood Madam","Documentary","Nick Broomfield","0"
"100","Drama|Thriller","","5","115907","11062","1996","City Hall","Drama","Harold Becker","0"
"101","Adventure|Comedy|Crime|Romance","","5","115734","13685","1996","Bottle Rocket","Adventure","Wes Anderson","0"
"102","Comedy","","5","117102","47475","1996","Mr. Wrong","Comedy","Nick Castle","0"
"103","Mystery|Sci-Fi|Thriller","","4","118040","2045","1996","Unforgettable","Mystery","John Dahl","0"
"104","Comedy","","3","116483","9614","1996","Happy Gilmore","Comedy","Dennis Dugan","0"
"105","Drama|Romance","","3","112579","688","1995","Bridges of Madison County, The","Drama","Clint Eastwood","0"
"106","Comedy|Drama","","3","110251","11907","1994","Nobody Loves Me (Keiner liebt mich)","Comedy","Doris Dörrie","0"
"107","Adventure|Children|Comedy|Musical","","3","117110","10874","1996","Muppet Treasure Island","Adventure","Brian Henson","0"
"108","Documentary","","4","112646","89333","1996","Catwalk","Documentary","Robert Leacock","0"
"110","Action|Drama|War","","4","112573","197","1995","Braveheart","Action","Mel Gibson","0"
"111","Crime|Drama|Thriller","","5","75314","103","1976","Taxi Driver","Crime","Martin Scorsese","0"
"112","Action|Adventure|Comedy|Crime","","4","113326","33542","1995","Rumble in the Bronx (Hont faan kui)","Action","Stanley Tong","0"
"113","Drama|Mystery","","5","115645","43566","1996","Before and After","Drama","Barbet Schroeder","0"
"116","Documentary","","3","112373","51352","1995","Anne Frank Remembered","Documentary","Jon Blair","0"
"117","Crime|Drama","","5","115033","16934","1995","Young Poisoner's Handbook, The","Crime","Benjamin Ross","0"
"118","Comedy|Romance","","5","116606","10324","1996","If Lucy Fell","Comedy","Eric Schaeffer","0"
"119","Comedy","","4","114536","78406","1995","Steal Big, Steal Little","Comedy","Andrew Davis","0"
"121","Drama","","5","106473","32119","1992","Boys of St. Vincent, The","Drama","John N. Smith","0"
"122","Comedy|Romance","","3","103859","11066","1992","Boomerang","Comedy","Reginald Hudlin","0"
"123","Drama|Mystery|Romance","","3","109424","11104","1994","Chungking Express (Chung Hing sam lam)","Drama","Wong Kar-wai","0"
"125","Comedy","","5","116324","2074","1996","Flirting With Disaster","Comedy","David O. Russell","0"
"126","Adventure|Children|Fantasy","","4","110647","27793","1994","NeverEnding Story III, The","Adventure","Peter MacDonald","0"
"128","Documentary","","4","110217","290157","1994","Jupiter's Wife","Documentary","Michel Negroponte","0"
"129","Comedy|Romance","","5","114131","110972","1996","Pie in the Sky","Comedy","Bryan Gordon","0"
"132","Thriller","","4","113451","11863","1995","Jade","Thriller","William Friedkin","0"
"135","Comedy","","4","116130","9101","1996","Down Periscope","Comedy","David S. Ward","0"
"137","Documentary","","5","113756","5757","1995","Man of the Year","Documentary","Dirk Shafer","0"
"140","Drama|Romance","","5","118055","9302","1996","Up Close and Personal","Drama","Jon Avnet","0"
"141","Comedy","","4","115685","11000","1996","Birdcage, The","Comedy","Mike Nichols","0"
"144","Comedy","","4","112585","16388","1995","Brothers McMullen, The","Comedy","Edward Burns","0"
"145","Action|Comedy|Crime|Drama|Thriller","","5","112442","9737","1995","Bad Boys","Action","Michael Bay","0"
"146","Adventure|Children","","4","112342","30765","1995","Amazing Panda Adventure, The","Adventure","Christopher Cain","0"
"147","Drama","","5","112461","10474","1995","Basketball Diaries, The","Drama","Scott Kalvert","0"
"148","Drama","","4","112427","22279","1995","Awfully Big Adventure, An","Drama","Mike Newell","0"
"149","Crime|Drama|Thriller","","5","109093","30157","1994","Amateur","Crime","Hal Hartley","0"
"150","Adventure|Drama|IMAX","","4","112384","568","1995","Apollo 13","Adventure","Ron Howard","0"
"151","Action|Drama|Romance|War","","5","114287","11780","1995","Rob Roy","Action","Michael Caton-Jones","0"
"152","Drama|Horror","","4","112288","34996","1995","Addiction, The","Drama","Abel Ferrara","0"
"153","Action|Adventure|Comedy|Crime","","5","112462","414","1995","Batman Forever","Action","Joel Schumacher","0"
"154","Drama","","5","61395","649","1967","Beauty of the Day (Belle de jour)","Drama","Luis Buñuel","0"
"155","Adventure|Drama|War","","5","112495","1873","1995","Beyond Rangoon","Adventure","John Boorman","0"
"156","Comedy|Drama","","3","112541","5894","1995","Blue in the Face","Comedy","Wayne Wang, Paul Auster","0"
"157","Comedy|War","","5","109370","1775","1995","Canadian Bacon","Comedy","Michael Moore","0"
"158","Adventure|Children","","4","112642","8839","1995","Casper","Adventure","Brad Silberling","0"
"159","Crime|Drama|Mystery","","4","112688","20649","1995","Clockers","Crime","Spike Lee","0"
"160","Action|Adventure|Mystery|Sci-Fi","","4","112715","10329","1995","Congo","Action","Frank Marshall","0"
"161","Drama|Thriller|War","","5","112740","8963","1995","Crimson Tide","Drama","Tony Scott","0"
"162","Documentary","","5","109508","26564","1994","Crumb","Documentary","Terry Zwigoff","0"
"163","Action|Romance|Western","","5","112851","8068","1995","Desperado","Action","Robert Rodriguez","0"
"164","Crime|Film-Noir|Mystery|Thriller","","5","112857","8512","1995","Devil in a Blue Dress","Crime","Carl Franklin","0"
"165","Action|Crime|Thriller","","5","112864","1572","1995","Die Hard: With a Vengeance","Action","John McTiernan","0"
"166","Comedy|Crime|Drama","","4","112887","13552","1995","Doom Generation, The","Comedy","Gregg Araki","0"
"168","Action|Drama|Romance","","5","113071","6520","1995","First Knight","Action","Jerry Zucker","0"
"169","Adventure|Children|Drama","","4","113114","9073","1995","Free Willy 2: The Adventure Home","Adventure","Dwight H. Little","0"
"170","Action|Adventure|Crime|Thriller","","4","113243","10428","1995","Hackers","Action","Iain Softley","0"
"171","Comedy|Drama","","2","113464","17447","1995","Jeffrey","Comedy","Christopher Ashley","0"
"172","Action|Sci-Fi|Thriller","","4","113481","9886","1995","Johnny Mnemonic","Action","Robert Longo","0"
"173","Action|Crime|Sci-Fi","","4","113492","9482","1995","Judge Dredd","Action","Danny Cannon","0"
"174","Comedy","","5","113500","19326","1995","Jury Duty","Comedy","John Fortenberry","0"
"175","Drama","","5","113540","9344","1995","Kids","Drama","Larry Clark","0"
"176","Comedy","","2","113677","9071","1995","Living in Oblivion","Comedy","Tom DiCillo","0"
"177","Horror","","5","113690","8973","1995","Lord of Illusions","Horror","Clive Barker","0"
"178","Comedy|Drama","","4","107447","15730","1993","Love & Human Remains","Comedy","Denys Arcand","0"
"179","Drama|Romance","","5","113729","47608","1995","Mad Love","Drama","Antonia Bird","0"
"180","Comedy|Romance","","2","113749","2293","1995","Mallrats","Comedy","Kevin Smith","0"
"181","Action|Children","","5","113820","9070","1995","Mighty Morphin Power Rangers: The Movie","Action","Bryan Spicer","0"
"183","Comedy|Horror|Thriller","","4","110604","48787","1994","Mute Witness","Comedy","Anthony Waller","0"
"184","Drama","","3","110620","34574","1994","Nadja","Drama","Michael Almereyda","0"
"185","Action|Crime|Thriller","","5","113957","1642","1995","Net, The","Action","Irwin Winkler","0"
"186","Comedy|Romance","","4","113986","11472","1995","Nine Months","Comedy","Chris Columbus","0"
"187","Comedy","","5","114095","36196","1995","Party Girl","Comedy","Daisy von Scherler Mayer","0"
"188","Fantasy|Horror|Mystery","","5","114194","11980","1995","Prophecy, The","Fantasy","Gregory Widen","0"
"189","Comedy|Fantasy","","4","114241","58372","1995","Reckless","Comedy","Norman René","0"
"190","Thriller","","4","114323","32646","1995","Safe","Thriller","Todd Haynes","0"
"191","Drama|Romance","","5","114345","10533","1995","Scarlet Letter, The","Drama","Roland Joffé","0"
"193","Drama","","3","114436","10802","1995","Showgirls","Drama","Paul Verhoeven","0"
"194","Comedy|Drama","","5","114478","10149","1995","Smoke","Comedy","Wayne Wang","0"
"195","Comedy|Drama|Romance","","5","114496","18402","1995","Something to Talk About","Comedy","Lasse Hallström","0"
"196","Horror|Sci-Fi","","5","114508","9348","1995","Species","Horror","Roger Donaldson","0"
"198","Action|Crime|Drama|Mystery|Sci-Fi|Thriller","","5","114558","281","1995","Strange Days","Action","Kathryn Bigelow","0"
"199","Drama|Musical|Romance","","5","58450","5967","1964","Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","Drama","Jacques Demy","0"
"201","Drama|Fantasy","","4","114663","47939","1995","Three Wishes","Drama","Martha Coolidge","0"
"202","Drama|Romance","","2","114702","36834","1995","Total Eclipse","Drama","Agnieszka Holland","0"
"203","Comedy","","4","114682","9090","1995","To Wong Foo, Thanks for Everything! Julie Newmar","Comedy","Beeban Kidron","0"
"204","Action","","4","114781","3512","1995","Under Siege 2: Dark Territory","Action","Geoff Murphy","0"
"205","Comedy|Drama","","5","114798","52856","1995","Unstrung Heroes","Comedy","Diane Keaton","0"
"206","Documentary","","4","114805","77350","1995","Unzipped","Documentary","Douglas Keeve","0"
"207","Drama|Romance","","4","114887","9560","1995","Walk in the Clouds, A","Drama","Alfonso Arau","0"
"208","Action|Adventure|Sci-Fi","","5","114898","9804","1995","Waterworld","Action","Kevin Reynolds","0"
"209","Drama","","3","114928","31611","1995","White Man's Burden","Drama","Desmond Nakano","0"
"210","Western","","5","114938","65796","1995","Wild Bill","Western","Walter Hill","0"
"211","Drama","","5","109340","49805","1994","Browning Version, The","Drama","Mike Figgis","0"
"212","Adventure|Comedy|Crime|Mystery","","5","112602","26258","1995","Bushwhacked","Adventure","Greg Beeman","0"
"213","Drama","","5","111579","50797","1994","Burnt by the Sun (Utomlyonnye solntsem)","Drama","Nikita Mikhalkov","0"
"214","Drama|War","","4","110882","19155","1994","Before the Rain (Pred dozhdot)","Drama","Milcho Manchevski","0"
"215","Drama|Romance","","4","112471","76","1995","Before Sunrise","Drama","Richard Linklater","0"
"216","Comedy","","5","112508","11017","1995","Billy Madison","Comedy","Tamra Davis","0"
"217","Drama|Thriller","","5","112438","37141","1995","Babysitter, The","Drama","Guy Ferland","0"
"218","Comedy|Drama","","5","112571","9382","1995","Boys on the Side","Comedy","Herbert Ross","0"
"219","Drama","","4","112757","6715","1995","Cure, The","Drama","Peter Horton","0"
"220","Horror","","5","112643","18256","1995","Castle Freak","Horror","Stuart Gordon","0"
"222","Drama|Romance","","5","112679","22625","1995","Circle of Friends","Drama","Pat O'Connor","0"
"223","Comedy","","5","109445","2292","1994","Clerks","Comedy","Kevin Smith","0"
"224","Comedy|Drama|Romance","","5","112883","1909","1995","Don Juan DeMarco","Comedy","Jeremy Leven","0"
"225","Drama|Thriller","","5","109635","8984","1994","Disclosure","Drama","Barry Levinson","0"
"227","Action|Thriller","","4","109676","4954","1994","Drop Zone","Action","John Badham","0"
"228","Comedy","","5","112854","62488","1995","Destiny Turns on the Radio","Comedy","Jack Baran","0"
"229","Drama|Thriller","","5","109579","10531","1994","Death and the Maiden","Drama","Roman Polanski","0"
"230","Drama|Thriller","","5","109642","11929","1995","Dolores Claiborne","Drama","Taylor Hackford","0"
"231","Adventure|Comedy","","4","109686","8467","1994","Dumb & Dumber (Dumb and Dumber)","Adventure","Peter Farrelly","0"
"232","Comedy|Drama|Romance","","5","111797","10451","1994","Eat Drink Man Woman (Yin shi nan nu)","Comedy","Ang Lee","0"
"233","Drama","","5","109759","20156","1994","Exotica","Drama","Atom Egoyan","0"
"234","Comedy","","5","109758","18395","1994","Exit to Eden","Comedy","Garry Marshall","0"
"235","Comedy|Drama","","5","109707","522","1994","Ed Wood","Comedy","Tim Burton","0"
"236","Action|Comedy|Romance","","4","113117","397","1995","French Kiss","Action","Lawrence Kasdan","0"
"237","Comedy|Romance","","5","113097","10525","1995","Forget Paris","Comedy","Billy Crystal","0"
"238","Adventure|Children","","4","113028","27985","1995","Far From Home: The Adventures of Yellow Dog","Adventure","Phillip Borsos","0"
"239","Animation|Children|Comedy|Romance","","1","113198","15789","1995","Goofy Movie, A","Animation","Kevin Lima","1"
"240","Thriller","","3","113303","27303","1995","Hideaway","Thriller","Brett Leonard","0"
"241","Children|Drama","","3","113089","21183","1995","Fluke","Children","Carlo Carlei","0"
"242","Drama|Musical","","5","109771","10954","1994","Farinelli: il castrato","Drama","Gérard Corbiau","0"
"243","Children|Comedy|Fantasy","","5","113199","47867","1995","Gordy","Children","Mark Lewis","0"
"246","Documentary","","5","110057","14275","1994","Hoop Dreams","Documentary","Steve James","0"
"247","Crime|Drama","","4","110005","1024","1994","Heavenly Creatures","Crime","Peter Jackson","0"
"248","Comedy","","4","110066","17207","1994","Houseguest","Comedy","Randall Miller","0"
"249","Drama|Romance","","5","110116","13701","1994","Immortal Beloved","Drama","Bernard Rose","0"
"250","Children|Comedy","","5","110006","14819","1995","Heavyweights (Heavy Weights)","Children","Steven Brill","0"
"251","Action","","5","113360","32631","1995","Hunted, The","Action","J.F. Lawton","0"
"252","Comedy|Romance","","4","110099","11777","1994","I.Q.","Comedy","Fred Schepisi","0"
"253","Drama|Horror","","4","110148","628","1994","Interview with the Vampire: The Vampire Chronicles","Drama","Neil Jordan","0"
"254","Drama","","4","113463","87729","1995","Jefferson in Paris","Drama","James Ivory","0"
"255","Comedy","","5","110189","18713","1995","Jerky Boys, The","Comedy","James Melkonian","0"
"256","Comedy|Sci-Fi","","4","110216","6280","1994","Junior","Comedy","Ivan Reitman","0"
"257","Mystery|Thriller","","4","113501","9061","1995","Just Cause","Mystery","Arne Glimcher","0"
"258","Adventure|Children|Comedy|Fantasy|Romance","","5","113538","37108","1995","Kid in King Arthur's Court, A","Adventure","Michael Gottlieb","0"
"259","Crime|Drama|Thriller","","5","113552","6071","1995","Kiss of Death","Crime","Barbet Schroeder","0"
"260","Action|Adventure|Sci-Fi","","5","76759","11","1977","Star Wars: Episode IV - A New Hope","Action","George Lucas","0"
"261","Drama","","5","110367","9587","1994","Little Women","Drama","Gillian Armstrong","0"
"262","Children|Drama","","4","113670","19101","1995","Little Princess, A","Children","Alfonso Cuarón","0"
"263","Drama","","4","110296","49980","1994","Ladybird Ladybird","Drama","Ken Loach","0"
"265","Drama|Fantasy|Romance","","5","103994","18183","1992","Like Water for Chocolate (Como agua para chocolate)","Drama","Alfonso Arau","0"
"266","Drama|Romance|War|Western","","4","110322","4476","1994","Legends of the Fall","Drama","Edward Zwick","0"
"267","Comedy","","4","110443","11008","1995","Major Payne","Comedy","Nick Castle","0"
"269","Drama","","5","107566","32325","1993","My Crazy Life (Mi vida loca)","Drama","Allison Anders","0"
"270","Drama|Romance","","3","110391","43742","1994","Love Affair","Drama","Glenn Gordon Caron","0"
"271","Drama","","4","113691","28313","1995","Losing Isaiah","Drama","Stephen Gyllenhaal","0"
"272","Comedy|Drama","","4.5","110428","11318","1994","Madness of King George, The","Comedy","Nicholas Hytner","0"
"273","Drama|Horror|Sci-Fi","","4","109836","3036","1994","Mary Shelley's Frankenstein (Frankenstein)","Drama","Kenneth Branagh","0"
"274","Comedy","","4","113755","40490","1995","Man of the House","Comedy","James Orr","0"
"275","Comedy","","3.5","110538","24070","1994","Mixed Nuts","Comedy","Nora Ephron","0"
"276","Comedy|Romance","","4","110516","8986","1994","Milk Money","Comedy","Richard Benjamin","0"
"277","Drama","","4","110527","10510","1994","Miracle on 34th Street","Drama","Les Mayfield","0"
"278","Comedy","","4.5","113808","17402","1995","Miami Rhapsody","Comedy","David Frankel","0"
"279","Drama","","5","113896","38722","1995","My Family","Drama","Gregory Nava","0"
"280","Drama|Thriller","","4.5","113870","8438","1995","Murder in the First","Drama","Marc Rocco","0"
"281","Comedy|Drama|Romance","","3","110684","11593","1994","Nobody's Fool","Comedy","Robert Benton","0"
"282","Drama","","4","110638","1945","1994","Nell","Drama","Michael Apted","0"
"283","Crime|Drama","","3","113967","39310","1995","New Jersey Drive","Crime","Nick Gomez","0"
"284","Action|Crime","","4","117169","109560","1993","New York Cop (NyÃ» YÃ´ku no koppu)","Action","Tôru Murakawa","0"
"285","Drama|Horror","","4.5","106402","56428","1993","Beyond Bedlam","Drama","Vadim Jean","0"
"287","Comedy|Romance","","5","110671","131957","1994","Nina Takes a Lover","Comedy","Alan Jacobs","0"
"288","Action|Crime|Thriller","","4","110632","241","1994","Natural Born Killers","Action","Oliver Stone","0"
"289","Comedy|Romance","","5","110737","9058","1994","Only You","Comedy","Norman Jewison","0"
"290","Crime|Drama","","3.5","110729","527","1994","Once Were Warriors","Crime","Lee Tamahori","0"
"291","Drama|Thriller","","2.5","114151","18220","1996","Poison Ivy II","Drama","Anne Goursaud","0"
"292","Action|Drama|Sci-Fi|Thriller","","3.5","114069","6950","1995","Outbreak","Action","Wolfgang Petersen","0"
"293","Action|Crime|Drama|Thriller","","5","110413","101","1994","LÃ©on: The Professional (a.k.a. The Professional) (LÃ©on)","Action","Luc Besson","0"
"294","Comedy|Romance","","3","114113","63020","1995","Perez Family, The","Comedy","Mira Nair","0"
"295","Comedy|Romance","","4","114210","2307","1995","Pyromaniac's Love Story, A","Comedy","Joshua Brand","0"
"296","Comedy|Crime|Drama|Thriller","","2","110912","680","1994","Pulp Fiction","Comedy","Quentin Tarantino","0"
"298","Drama","","3.5","105652","25296","1992","Pushing Hands (Tui shou)","Drama","Ang Lee","0"
"299","Drama","","5","110889","40156","1994","Priest","Drama","Antonia Bird","0"
"300","Drama","","5","110932","11450","1994","Quiz Show","Drama","Robert Redford","0"
"301","Drama|Romance","","0.5","114129","30304","1994","Picture Bride (Bijo photo)","Drama","Kayo Hatta","0"
"302","Drama|Romance","","0.5","110963","10452","1994","Queen Margot (Reine Margot, La)","Drama","Patrice Chéreau","0"
"303","Action|Thriller|Western","","0.5","114214","12106","1995","Quick and the Dead, The","Action","Sam Raimi","0"
"304","Comedy|Drama","","0.5","114296","161495","1995","Roommates","Comedy","Peter Yates","0"
"305","Comedy","","0.5","110907","3586","1994","Ready to Wear (Pret-A-Porter)","Comedy","Robert Altman","0"
"306","Drama","","5","111495","110","1994","Three Colors: Red (Trois couleurs: Rouge)","Drama","Krzysztof Kieślowski","0"
"307","Drama","","0.5","108394","108","1993","Three Colors: Blue (Trois couleurs: Bleu)","Drama","Krzysztof Kieślowski","0"
"308","Comedy|Drama","","0.5","111507","109","1994","Three Colors: White (Trzy kolory: Bialy)","Comedy","Krzysztof Kieślowski","0"
"310","Comedy","","0.5","114268","36357","1995","Rent-a-Kid","Comedy","Fred Gerber","0"
"311","Horror|Thriller","","0.5","110965","92769","1994","Relative Fear","Horror","George Mihalka","0"
"312","Comedy","","0.5","114571","28033","1995","Stuart Saves His Family","Comedy","Harold Ramis","0"
"313","Animation|Children","","3.5","111333","22586","1994","Swan Princess, The","Animation","Richard Rich","1"
"314","Children|Drama|Fantasy|Mystery","","0.5","111112","14334","1994","Secret of Roan Inish, The","Children","John Sayles","0"
"315","Action|Drama|Thriller","","3","111255","2636","1994","Specialist, The","Action","Luis Llosa","0"
"316","Action|Adventure|Sci-Fi","","4.5","111282","2164","1994","Stargate","Action","Roland Emmerich","0"
"317","Comedy|Drama|Fantasy","","0.5","111070","11395","1994","Santa Clause, The","Comedy","John Pasquin","0"
